"This dataset represents a selection of tree taper data from the British Columbia Ministry of Forests and Range volume and decay databases. The trees in the master database were used to fit the taper equations used in B.C.  All trees in the master database were selected purposefully.",,,,,,,,,,
"The trees in this dataset were systematically selected from the range of dbh for the species within a biogeoclimatic zone from the trees in the master database.",,,,,,,,,,
"Each record equals a section of a tree and cites the height above ground (high side), its stem diameter and volume for the upper position of the section.  Header details describing the tree species, biogeoclimatic unit, dbh, height, age  and total tree volume are cited for each section record.",,,,,,,,,,
"912771",9.6,8,13.5,0.03,"F","IDF dm",40,19.8,17.98,0.26
"912771",11.25,9,10.9,0.02,"F","IDF dm",40,19.8,17.98,0.26
"912771",12.89,10,8.4,0.01,"F","IDF dm",40,19.8,17.98,0.26
"912771",14.54,11,6.6,0.01,"F","IDF dm",40,19.8,17.98,0.26
"912771",16.18,12,2.5,0,"F","IDF dm",40,19.8,17.98,0.26
"912771",17.98,13,0,0,"F","IDF dm",40,19.8,17.98,0.26
"912758",0.3,1,34.3,0.03,"F","IDF dm",42,32.7,24.05,0.76
"912758",0.61,2,31.7,0.03,"F","IDF dm",42,32.7,24.05,0.76
"912758",1.3,3,30.1,0.05,"F","IDF dm",42,32.7,24.05,0.76
"912758",3.6,4,28.4,0.15,"F","IDF dm",42,32.7,24.05,0.76
"912758",5.82,5,26.4,0.13,"F","IDF dm",42,32.7,24.05,0.76
"912758",8.05,6,24.1,0.11,"F","IDF dm",42,32.7,24.05,0.76
"912758",10.27,7,21.1,0.09,"F","IDF dm",42,32.7,24.05,0.76
"912758",12.5,8,17.3,0.07,"F","IDF dm",42,32.7,24.05,0.76
"912758",14.72,9,14.2,0.04,"F","IDF dm",42,32.7,24.05,0.76
"912758",16.95,10,11.4,0.03,"F","IDF dm",42,32.7,24.05,0.76
"912758",19.17,11,8.1,0.02,"F","IDF dm",42,32.7,24.05,0.76
"912758",21.4,12,3.8,0.01,"F","IDF dm",42,32.7,24.05,0.76
"912758",24.05,13,0,0,"F","IDF dm",42,32.7,24.05,0.76
"912738",0.3,1,33,0.03,"F","IDF dm",41,33.2,22.1,0.64
"912738",0.61,2,31.2,0.03,"F","IDF dm",41,33.2,22.1,0.64
"912738",1.3,3,28.7,0.05,"F","IDF dm",41,33.2,22.1,0.64
"912738",3.45,4,26.2,0.13,"F","IDF dm",41,33.2,22.1,0.64
"912738",5.52,5,24.6,0.11,"F","IDF dm",41,33.2,22.1,0.64
"912738",7.59,6,22.6,0.09,"F","IDF dm",41,33.2,22.1,0.64
"912738",9.66,7,20.1,0.07,"F","IDF dm",41,33.2,22.1,0.64
"912738",11.73,8,17.3,0.06,"F","IDF dm",41,33.2,22.1,0.64
"912738",13.81,9,14,0.04,"F","IDF dm",41,33.2,22.1,0.64
"912738",15.88,10,10.9,0.03,"F","IDF dm",41,33.2,22.1,0.64
"912738",17.95,11,6.6,0.01,"F","IDF dm",41,33.2,22.1,0.64
"912738",20.03,12,3.6,0,"F","IDF dm",41,33.2,22.1,0.64
"912738",22.1,13,0,0,"F","IDF dm",41,33.2,22.1,0.64
"912779",0.3,1,48.3,0.06,"F","IDF dm",42,44.7,28.56,1.59
"912779",0.61,2,44.2,0.05,"F","IDF dm",42,44.7,28.56,1.59
"912779",1.3,3,41.1,0.1,"F","IDF dm",42,44.7,28.56,1.59
"912779",4.09,4,37.1,0.34,"F","IDF dm",42,44.7,28.56,1.59
"912779",6.8,5,33.8,0.27,"F","IDF dm",42,44.7,28.56,1.59
"912779",9.51,6,32,0.23,"F","IDF dm",42,44.7,28.56,1.59
"912779",12.22,7,27.7,0.19,"F","IDF dm",42,44.7,28.56,1.59
"912779",14.94,8,24.4,0.15,"F","IDF dm",42,44.7,28.56,1.59
"912779",17.65,9,19.3,0.1,"F","IDF dm",42,44.7,28.56,1.59
"912779",20.36,10,15,0.06,"F","IDF dm",42,44.7,28.56,1.59
"912779",23.07,11,10.2,0.04,"F","IDF dm",42,44.7,28.56,1.59
"912779",25.79,12,4.3,0.01,"F","IDF dm",42,44.7,28.56,1.59
"912779",28.56,13,0,0,"F","IDF dm",42,44.7,28.56,1.59
"905191",0.3,1,13.5,0,"F","IDF dm 1",50,13.1,10.21,0.05
"905191",0.61,2,12.2,0,"F","IDF dm 1",50,13.1,10.21,0.05
"905191",1.3,3,11,0.01,"F","IDF dm 1",50,13.1,10.21,0.05
"905191",2.59,4,10.2,0.01,"F","IDF dm 1",50,13.1,10.21,0.05
"905191",3.81,5,9.4,0.01,"F","IDF dm 1",50,13.1,10.21,0.05
"905191",5.03,6,8.4,0.01,"F","IDF dm 1",50,13.1,10.21,0.05
"905191",6.25,7,6.3,0.01,"F","IDF dm 1",50,13.1,10.21,0.05
"905191",7.47,8,4.3,0,"F","IDF dm 1",50,13.1,10.21,0.05
"905191",8.69,9,1.8,0,"F","IDF dm 1",50,13.1,10.21,0.05
"905191",10.21,10,0,0,"F","IDF dm 1",50,13.1,10.21,0.05
"905216",0.3,1,12.2,0,"F","IDF dm 1",149,13.4,12.98,0.07
"905216",0.61,2,12.2,0,"F","IDF dm 1",149,13.4,12.98,0.07
"905216",1.3,3,11.7,0.01,"F","IDF dm 1",149,13.4,12.98,0.07
"905216",2.59,4,10.9,0.01,"F","IDF dm 1",149,13.4,12.98,0.07
"905216",3.81,5,10.2,0.01,"F","IDF dm 1",149,13.4,12.98,0.07
"905216",5.03,6,9.7,0.01,"F","IDF dm 1",149,13.4,12.98,0.07
"905216",6.25,7,8.4,0.01,"F","IDF dm 1",149,13.4,12.98,0.07
"905216",7.47,8,7.6,0.01,"F","IDF dm 1",149,13.4,12.98,0.07
"905216",8.69,9,6.3,0,"F","IDF dm 1",149,13.4,12.98,0.07
"905216",9.91,10,5.1,0,"F","IDF dm 1",149,13.4,12.98,0.07
"905216",11.13,11,3,0,"F","IDF dm 1",149,13.4,12.98,0.07
"905216",12.34,12,0.8,0,"F","IDF dm 1",149,13.4,12.98,0.07
"905216",12.98,13,0,0,"F","IDF dm 1",149,13.4,12.98,0.07
"905206",0.3,1,18.5,0.01,"F","IDF dm 1",154,18.4,14.48,0.13
"905206",0.61,2,17.3,0.01,"F","IDF dm 1",154,18.4,14.48,0.13
"905206",1.3,3,15.4,0.01,"F","IDF dm 1",154,18.4,14.48,0.13
"905206",2.59,4,14.5,0.02,"F","IDF dm 1",154,18.4,14.48,0.13
"905206",3.81,5,13.2,0.02,"F","IDF dm 1",154,18.4,14.48,0.13
"905206",5.03,6,12.2,0.02,"F","IDF dm 1",154,18.4,14.48,0.13
"905206",6.25,7,11.2,0.01,"F","IDF dm 1",154,18.4,14.48,0.13
"905206",7.47,8,10.2,0.01,"F","IDF dm 1",154,18.4,14.48,0.13
"905206",8.69,9,8.6,0.01,"F","IDF dm 1",154,18.4,14.48,0.13
"905206",9.91,10,7.6,0.01,"F","IDF dm 1",154,18.4,14.48,0.13
"905206",11.13,11,5.6,0,"F","IDF dm 1",154,18.4,14.48,0.13
"905206",12.34,12,4.3,0,"F","IDF dm 1",154,18.4,14.48,0.13
"905206",14.48,13,0,0,"F","IDF dm 1",154,18.4,14.48,0.13
"905201",0.3,1,22.6,0.01,"F","IDF dm 1",173,24.9,17.62,0.3
"905201",0.61,2,22.1,0.01,"F","IDF dm 1",173,24.9,17.62,0.3
"905201",1.3,3,20.7,0.02,"F","IDF dm 1",173,24.9,17.62,0.3
"905201",2.99,4,18.8,0.05,"F","IDF dm 1",173,24.9,17.62,0.3
"905201",4.6,5,18,0.04,"F","IDF dm 1",173,24.9,17.62,0.3
"905201",6.22,6,16.8,0.04,"F","IDF dm 1",173,24.9,17.62,0.3
"905201",7.83,7,15.2,0.03,"F","IDF dm 1",173,24.9,17.62,0.3
"905201",9.45,8,14.7,0.03,"F","IDF dm 1",173,24.9,17.62,0.3
"905201",11.06,9,12.4,0.02,"F","IDF dm 1",173,24.9,17.62,0.3
"905201",12.68,10,9.9,0.02,"F","IDF dm 1",173,24.9,17.62,0.3
"905201",14.3,11,8.1,0.01,"F","IDF dm 1",173,24.9,17.62,0.3
"905201",15.91,12,5.6,0.01,"F","IDF dm 1",173,24.9,17.62,0.3
"905201",17.62,13,0,0,"F","IDF dm 1",173,24.9,17.62,0.3
"911705",0.3,1,20.3,0.01,"F","IDF dm 1",163,25.9,21.3,0.34
"911705",0.61,2,20.3,0.01,"F","IDF dm 1",163,25.9,21.3,0.34
"911705",0.91,3,20.3,0.01,"F","IDF dm 1",163,25.9,21.3,0.34
"911705",1.37,4,19.3,0.01,"F","IDF dm 1",163,25.9,21.3,0.34
"911705",2.74,5,20.3,0.04,"F","IDF dm 1",163,25.9,21.3,0.34
"911705",5.18,6,17.8,0.07,"F","IDF dm 1",163,25.9,21.3,0.34
"911705",7.62,7,15.2,0.05,"F","IDF dm 1",163,25.9,21.3,0.34
"911705",10.06,8,15.2,0.04,"F","IDF dm 1",163,25.9,21.3,0.34
"911705",12.5,9,12.7,0.04,"F","IDF dm 1",163,25.9,21.3,0.34
"911705",15.24,10,10.2,0.03,"F","IDF dm 1",163,25.9,21.3,0.34
"911705",21.3,11,0,0.02,"F","IDF dm 1",163,25.9,21.3,0.34
"001063",0.3,1,49.3,0.06,"F","IDF dm 1",195,46.6,28.01,1.47
"001063",0.46,2,47.2,0.03,"F","IDF dm 1",195,46.6,28.01,1.47
"001063",0.61,3,45.2,0.03,"F","IDF dm 1",195,46.6,28.01,1.47
"001063",1.3,4,40,0.1,"F","IDF dm 1",195,46.6,28.01,1.47
"001063",4.02,5,33.3,0.29,"F","IDF dm 1",195,46.6,28.01,1.47
"001063",6.68,6,31.2,0.22,"F","IDF dm 1",195,46.6,28.01,1.47
"001063",9.33,7,29.2,0.19,"F","IDF dm 1",195,46.6,28.01,1.47
"001063",11.98,8,27.7,0.17,"F","IDF dm 1",195,46.6,28.01,1.47
"001063",14.63,9,24.6,0.14,"F","IDF dm 1",195,46.6,28.01,1.47
"001063",17.28,10,20.8,0.11,"F","IDF dm 1",195,46.6,28.01,1.47
"001063",19.93,11,16.8,0.07,"F","IDF dm 1",195,46.6,28.01,1.47
"001063",22.59,12,12.4,0.05,"F","IDF dm 1",195,46.6,28.01,1.47
"001063",25.24,13,5.3,0.02,"F","IDF dm 1",195,46.6,28.01,1.47
"001063",28.01,14,0,0,"F","IDF dm 1",195,46.6,28.01,1.47
"912075",0.3,1,4.6,0,"PL","IDF dm 1",21,4.1,4.36,0
"912075",0.61,2,4.1,0,"PL","IDF dm 1",21,4.1,4.36,0
"912075",1.3,3,3.6,0,"PL","IDF dm 1",21,4.1,4.36,0
"912075",2.59,4,2.3,0,"PL","IDF dm 1",21,4.1,4.36,0
"912075",4.36,5,0,0,"PL","IDF dm 1",21,4.1,4.36,0
"912069",0.3,1,3.8,0,"PL","IDF dm 1",23,4.3,4.45,0
"912069",0.61,2,3.6,0,"PL","IDF dm 1",23,4.3,4.45,0
"912069",1.3,3,3.6,0,"PL","IDF dm 1",23,4.3,4.45,0
"912069",2.59,4,2.8,0,"PL","IDF dm 1",23,4.3,4.45,0
"912069",3.81,5,0.8,0,"PL","IDF dm 1",23,4.3,4.45,0
"912069",4.45,6,0,0,"PL","IDF dm 1",23,4.3,4.45,0
"912040",0.3,1,4.8,0,"PL","IDF dm 1",16,4.6,4.02,0
"912040",0.61,2,4.8,0,"PL","IDF dm 1",16,4.6,4.02,0
"912040",1.3,3,4.1,0,"PL","IDF dm 1",16,4.6,4.02,0
"912040",2.59,4,2.3,0,"PL","IDF dm 1",16,4.6,4.02,0
"912040",4.02,5,0,0,"PL","IDF dm 1",16,4.6,4.02,0
"912073",0.3,1,4.6,0,"PL","IDF dm 1",23,4.9,4.51,0
"912073",0.61,2,4.8,0,"PL","IDF dm 1",23,4.9,4.51,0
"912073",1.3,3,4.4,0,"PL","IDF dm 1",23,4.9,4.51,0
"912073",2.59,4,3,0,"PL","IDF dm 1",23,4.9,4.51,0
"912073",3.81,5,1,0,"PL","IDF dm 1",23,4.9,4.51,0
"912073",4.51,6,0,0,"PL","IDF dm 1",23,4.9,4.51,0
"912086",0.3,1,5.1,0,"PL","IDF dm 1",25,5.1,4.72,0
"912086",0.61,2,4.8,0,"PL","IDF dm 1",25,5.1,4.72,0
"912086",1.3,3,4.1,0,"PL","IDF dm 1",25,5.1,4.72,0
"912086",2.59,4,3,0,"PL","IDF dm 1",25,5.1,4.72,0
"912086",3.81,5,1.8,0,"PL","IDF dm 1",25,5.1,4.72,0
"912086",4.72,6,0,0,"PL","IDF dm 1",25,5.1,4.72,0
"912113",0.3,1,5.3,0,"PL","IDF dm 1",35,5.4,9.45,0.01
"912113",0.61,2,5.1,0,"PL","IDF dm 1",35,5.4,9.45,0.01
"912113",1.3,3,4.8,0,"PL","IDF dm 1",35,5.4,9.45,0.01
"912113",2.59,4,4.6,0,"PL","IDF dm 1",35,5.4,9.45,0.01
"912113",3.81,5,4.3,0,"PL","IDF dm 1",35,5.4,9.45,0.01
"912113",5.03,6,3.6,0,"PL","IDF dm 1",35,5.4,9.45,0.01
"912113",6.25,7,3,0,"PL","IDF dm 1",35,5.4,9.45,0.01
"912113",7.47,8,2,0,"PL","IDF dm 1",35,5.4,9.45,0.01
"912113",8.69,9,0.5,0,"PL","IDF dm 1",35,5.4,9.45,0.01
"912113",9.45,10,0,0,"PL","IDF dm 1",35,5.4,9.45,0.01
"912067",0.3,1,5.1,0,"PL","IDF dm 1",22,5.8,5.15,0.01
"912067",0.61,2,4.8,0,"PL","IDF dm 1",22,5.8,5.15,0.01
"912067",1.3,3,4.8,0,"PL","IDF dm 1",22,5.8,5.15,0.01
"912067",2.59,4,3.6,0,"PL","IDF dm 1",22,5.8,5.15,0.01
"912067",3.81,5,2.5,0,"PL","IDF dm 1",22,5.8,5.15,0.01
"912067",5.15,6,0,0,"PL","IDF dm 1",22,5.8,5.15,0.01
"912079",0.3,1,7.6,0,"PL","IDF dm 1",23,6.2,4.6,0.01
"912079",0.61,2,6.6,0,"PL","IDF dm 1",23,6.2,4.6,0.01
"912079",1.3,3,5.7,0,"PL","IDF dm 1",23,6.2,4.6,0.01
"912079",2.59,4,3.8,0,"PL","IDF dm 1",23,6.2,4.6,0.01
"912079",3.81,5,1.5,0,"PL","IDF dm 1",23,6.2,4.6,0.01
"912079",4.6,6,0,0,"PL","IDF dm 1",23,6.2,4.6,0.01
"912114",0.3,1,6.3,0,"PL","IDF dm 1",39,6.6,8.87,0.01
"912114",0.61,2,6.1,0,"PL","IDF dm 1",39,6.6,8.87,0.01
"912114",1.3,3,6.1,0,"PL","IDF dm 1",39,6.6,8.87,0.01
"912114",2.59,4,5.6,0,"PL","IDF dm 1",39,6.6,8.87,0.01
"912114",3.81,5,4.8,0,"PL","IDF dm 1",39,6.6,8.87,0.01
"912114",5.03,6,4.1,0,"PL","IDF dm 1",39,6.6,8.87,0.01
"912114",6.25,7,3.3,0,"PL","IDF dm 1",39,6.6,8.87,0.01
"912114",7.47,8,1.5,0,"PL","IDF dm 1",39,6.6,8.87,0.01
"912114",8.87,9,0,0,"PL","IDF dm 1",39,6.6,8.87,0.01
"912124",0.3,1,6.3,0,"PL","IDF dm 1",37,7.1,9.81,0.02
"912124",0.61,2,6.6,0,"PL","IDF dm 1",37,7.1,9.81,0.02
"912124",1.3,3,6.4,0,"PL","IDF dm 1",37,7.1,9.81,0.02
"912124",2.59,4,6.1,0,"PL","IDF dm 1",37,7.1,9.81,0.02
"912124",3.81,5,5.6,0,"PL","IDF dm 1",37,7.1,9.81,0.02
"912124",5.03,6,5.1,0,"PL","IDF dm 1",37,7.1,9.81,0.02
"912124",6.25,7,4.3,0,"PL","IDF dm 1",37,7.1,9.81,0.02
"912124",7.47,8,3.8,0,"PL","IDF dm 1",37,7.1,9.81,0.02
"912124",8.69,9,1.8,0,"PL","IDF dm 1",37,7.1,9.81,0.02
"912124",9.81,10,0,0,"PL","IDF dm 1",37,7.1,9.81,0.02
"912169",0.3,1,10.4,0,"PL","IDF dm 1",60,11.7,14.69,0.07
"912169",0.61,2,9.9,0,"PL","IDF dm 1",60,11.7,14.69,0.07
"912169",1.3,3,10.6,0.01,"PL","IDF dm 1",60,11.7,14.69,0.07
"912169",2.68,4,10.2,0.01,"PL","IDF dm 1",60,11.7,14.69,0.07
"912169",3.99,5,9.7,0.01,"PL","IDF dm 1",60,11.7,14.69,0.07
"912169",5.3,6,9.4,0.01,"PL","IDF dm 1",60,11.7,14.69,0.07
"912169",6.61,7,8.4,0.01,"PL","IDF dm 1",60,11.7,14.69,0.07
"912169",7.92,8,7.4,0.01,"PL","IDF dm 1",60,11.7,14.69,0.07
"912169",9.24,9,6.3,0,"PL","IDF dm 1",60,11.7,14.69,0.07
"912169",10.55,10,5.3,0,"PL","IDF dm 1",60,11.7,14.69,0.07
"912169",11.86,11,4.6,0,"PL","IDF dm 1",60,11.7,14.69,0.07
"912169",13.17,12,2.5,0,"PL","IDF dm 1",60,11.7,14.69,0.07
"912169",14.69,13,0,0,"PL","IDF dm 1",60,11.7,14.69,0.07
"912144",0.3,1,13,0,"PL","IDF dm 1",67,13.5,18.44,0.13
"912144",0.61,2,13,0,"PL","IDF dm 1",67,13.5,18.44,0.13
"912144",1.3,3,13,0.01,"PL","IDF dm 1",67,13.5,18.44,0.13
"912144",3.05,4,12.2,0.02,"PL","IDF dm 1",67,13.5,18.44,0.13
"912144",4.72,5,11.2,0.02,"PL","IDF dm 1",67,13.5,18.44,0.13
"912144",6.4,6,10.7,0.02,"PL","IDF dm 1",67,13.5,18.44,0.13
"912144",8.08,7,9.9,0.01,"PL","IDF dm 1",67,13.5,18.44,0.13
"912144",9.75,8,9.1,0.01,"PL","IDF dm 1",67,13.5,18.44,0.13
"912144",11.43,9,8.4,0.01,"PL","IDF dm 1",67,13.5,18.44,0.13
"912144",13.11,10,6.9,0.01,"PL","IDF dm 1",67,13.5,18.44,0.13
"912144",14.78,11,5.6,0.01,"PL","IDF dm 1",67,13.5,18.44,0.13
"912144",16.46,12,3.8,0,"PL","IDF dm 1",67,13.5,18.44,0.13
"912144",18.44,13,0,0,"PL","IDF dm 1",67,13.5,18.44,0.13
"912153",0.3,1,15.2,0.01,"PL","IDF dm 1",66,15,19.6,0.16
"912153",0.61,2,14,0.01,"PL","IDF dm 1",66,15,19.6,0.16
"912153",1.3,3,14,0.01,"PL","IDF dm 1",66,15,19.6,0.16
"912153",3.2,4,14.2,0.03,"PL","IDF dm 1",66,15,19.6,0.16
"912153",5.03,5,13,0.03,"PL","IDF dm 1",66,15,19.6,0.16
"912153",6.86,6,11.9,0.02,"PL","IDF dm 1",66,15,19.6,0.16
"912153",8.69,7,10.9,0.02,"PL","IDF dm 1",66,15,19.6,0.16
"912153",10.52,8,10.2,0.02,"PL","IDF dm 1",66,15,19.6,0.16
"912153",12.34,9,9.1,0.01,"PL","IDF dm 1",66,15,19.6,0.16
"912153",14.17,10,7.1,0.01,"PL","IDF dm 1",66,15,19.6,0.16
"912153",16,11,4.3,0.01,"PL","IDF dm 1",66,15,19.6,0.16
"912153",17.83,12,2.5,0,"PL","IDF dm 1",66,15,19.6,0.16
"912153",19.6,13,0,0,"PL","IDF dm 1",66,15,19.6,0.16
"912173",0.3,1,14.2,0,"PL","IDF dm 1",69,15.2,15.97,0.12
"912173",0.61,2,14,0,"PL","IDF dm 1",69,15.2,15.97,0.12
"912173",1.3,3,14,0.01,"PL","IDF dm 1",69,15.2,15.97,0.12
"912173",2.81,4,13.5,0.02,"PL","IDF dm 1",69,15.2,15.97,0.12
"912173",4.24,5,13,0.02,"PL","IDF dm 1",69,15.2,15.97,0.12
"912173",5.67,6,11.2,0.02,"PL","IDF dm 1",69,15.2,15.97,0.12
"912173",7.1,7,9.9,0.01,"PL","IDF dm 1",69,15.2,15.97,0.12
"912173",8.53,8,9.1,0.01,"PL","IDF dm 1",69,15.2,15.97,0.12
"912173",9.97,9,7.6,0.01,"PL","IDF dm 1",69,15.2,15.97,0.12
"912173",11.4,10,6.3,0.01,"PL","IDF dm 1",69,15.2,15.97,0.12
"912173",12.83,11,4.8,0,"PL","IDF dm 1",69,15.2,15.97,0.12
"912173",14.26,12,3,0,"PL","IDF dm 1",69,15.2,15.97,0.12
"912173",15.97,13,0,0,"PL","IDF dm 1",69,15.2,15.97,0.12
"912143",0.3,1,14.7,0.01,"PL","IDF dm 1",64,15.3,18.53,0.14
"912143",0.61,2,14,0.01,"PL","IDF dm 1",64,15.3,18.53,0.14
"912143",1.3,3,14,0.01,"PL","IDF dm 1",64,15.3,18.53,0.14
"912143",3.08,4,13.2,0.03,"PL","IDF dm 1",64,15.3,18.53,0.14
"912143",4.79,5,11.9,0.02,"PL","IDF dm 1",64,15.3,18.53,0.14
"912143",6.49,6,11.2,0.02,"PL","IDF dm 1",64,15.3,18.53,0.14
"912143",8.2,7,10.4,0.02,"PL","IDF dm 1",64,15.3,18.53,0.14
"912143",9.91,8,9.4,0.01,"PL","IDF dm 1",64,15.3,18.53,0.14
"912143",11.61,9,8.4,0.01,"PL","IDF dm 1",64,15.3,18.53,0.14
"912143",13.32,10,7.4,0.01,"PL","IDF dm 1",64,15.3,18.53,0.14
"912143",15.03,11,5.8,0.01,"PL","IDF dm 1",64,15.3,18.53,0.14
"912143",16.73,12,3.3,0,"PL","IDF dm 1",64,15.3,18.53,0.14
"912143",18.53,13,0,0,"PL","IDF dm 1",64,15.3,18.53,0.14
"911894",0.3,1,39.6,0.04,"PL","IDF dm 1",163,38.7,36.79,1.97
"911894",0.61,2,38.6,0.04,"PL","IDF dm 1",163,38.7,36.79,1.97
"911894",1.3,3,37.2,0.08,"PL","IDF dm 1",163,38.7,36.79,1.97
"911894",4.88,4,34.5,0.36,"PL","IDF dm 1",163,38.7,36.79,1.97
"911894",8.38,5,33.3,0.32,"PL","IDF dm 1",163,38.7,36.79,1.97
"911894",11.89,6,30.5,0.28,"PL","IDF dm 1",163,38.7,36.79,1.97
"911894",15.39,7,28.2,0.24,"PL","IDF dm 1",163,38.7,36.79,1.97
"911894",18.9,8,25.7,0.2,"PL","IDF dm 1",163,38.7,36.79,1.97
"911894",22.4,9,23.9,0.17,"PL","IDF dm 1",163,38.7,36.79,1.97
"911894",25.91,10,19.6,0.13,"PL","IDF dm 1",163,38.7,36.79,1.97
"911894",29.41,11,13.7,0.08,"PL","IDF dm 1",163,38.7,36.79,1.97
"911894",32.92,12,7.9,0.03,"PL","IDF dm 1",163,38.7,36.79,1.97
"911894",36.79,13,0,0.01,"PL","IDF dm 1",163,38.7,36.79,1.97
"911848",0.3,1,11.9,0,"S","IDF dm 1",80,13.1,13.4,0.06
"911848",0.61,2,11.7,0,"S","IDF dm 1",80,13.1,13.4,0.06
"911848",0.91,3,11.4,0,"S","IDF dm 1",80,13.1,13.4,0.06
"911848",1.37,4,11.2,0,"S","IDF dm 1",80,13.1,13.4,0.06
"911848",2.74,5,10.2,0.01,"S","IDF dm 1",80,13.1,13.4,0.06
"911848",13.4,6,0,0.03,"S","IDF dm 1",80,13.1,13.4,0.06
"911775",0.3,1,12.4,0,"S","IDF dm 1",119,13.4,12.2,0.06
"911775",0.61,2,12.2,0,"S","IDF dm 1",119,13.4,12.2,0.06
"911775",0.91,3,11.9,0,"S","IDF dm 1",119,13.4,12.2,0.06
"911775",1.37,4,11.4,0,"S","IDF dm 1",119,13.4,12.2,0.06
"911775",2.74,5,10.2,0.01,"S","IDF dm 1",119,13.4,12.2,0.06
"911775",12.2,6,0,0.03,"S","IDF dm 1",119,13.4,12.2,0.06
"911821",0.3,1,12.7,0,"S","IDF dm 1",114,13.8,11.6,0.08
"911821",0.61,2,12.7,0,"S","IDF dm 1",114,13.8,11.6,0.08
"911821",0.91,3,12.7,0,"S","IDF dm 1",114,13.8,11.6,0.08
"911821",1.37,4,11.7,0.01,"S","IDF dm 1",114,13.8,11.6,0.08
"911821",2.74,5,12.7,0.02,"S","IDF dm 1",114,13.8,11.6,0.08
"911821",5.18,6,10.2,0.03,"S","IDF dm 1",114,13.8,11.6,0.08
"911821",11.6,7,0,0.02,"S","IDF dm 1",114,13.8,11.6,0.08
"911799",0.3,1,12.7,0,"S","IDF dm 1",126,14.6,11.9,0.09
"911799",0.61,2,12.7,0,"S","IDF dm 1",126,14.6,11.9,0.09
"911799",0.91,3,12.7,0,"S","IDF dm 1",126,14.6,11.9,0.09
"911799",1.37,4,12.7,0.01,"S","IDF dm 1",126,14.6,11.9,0.09
"911799",2.74,5,12.7,0.02,"S","IDF dm 1",126,14.6,11.9,0.09
"911799",5.79,6,10.2,0.03,"S","IDF dm 1",126,14.6,11.9,0.09
"911799",11.9,7,0,0.02,"S","IDF dm 1",126,14.6,11.9,0.09
"911777",0.3,1,15,0.01,"S","IDF dm 1",109,15,15.8,0.08
"911777",0.61,2,14.5,0.01,"S","IDF dm 1",109,15,15.8,0.08
"911777",0.91,3,14,0,"S","IDF dm 1",109,15,15.8,0.08
"911777",1.37,4,13,0.01,"S","IDF dm 1",109,15,15.8,0.08
"911777",2.74,5,10.2,0.01,"S","IDF dm 1",109,15,15.8,0.08
"911777",15.8,6,0,0.04,"S","IDF dm 1",109,15,15.8,0.08
"911817",0.3,1,13.7,0,"S","IDF dm 1",110,15.2,15.2,0.1
"911817",0.61,2,13.5,0,"S","IDF dm 1",110,15.2,15.2,0.1
"911817",0.91,3,13.5,0,"S","IDF dm 1",110,15.2,15.2,0.1
"911817",1.37,4,13.2,0.01,"S","IDF dm 1",110,15.2,15.2,0.1
"911817",2.74,5,12.7,0.02,"S","IDF dm 1",110,15.2,15.2,0.1
"911817",5.18,6,10.2,0.03,"S","IDF dm 1",110,15.2,15.2,0.1
"911817",15.2,7,0,0.03,"S","IDF dm 1",110,15.2,15.2,0.1
"911845",0.3,1,16.5,0.01,"S","IDF dm 1",140,16.3,17.4,0.14
"911845",0.61,2,15.7,0.01,"S","IDF dm 1",140,16.3,17.4,0.14
"911845",0.91,3,15.2,0.01,"S","IDF dm 1",140,16.3,17.4,0.14
"911845",1.37,4,14.2,0.01,"S","IDF dm 1",140,16.3,17.4,0.14
"911845",2.74,5,12.7,0.02,"S","IDF dm 1",140,16.3,17.4,0.14
"911845",5.18,6,12.7,0.03,"S","IDF dm 1",140,16.3,17.4,0.14
"911845",8.23,7,10.2,0.03,"S","IDF dm 1",140,16.3,17.4,0.14
"911845",17.4,8,0,0.03,"S","IDF dm 1",140,16.3,17.4,0.14
"911852",0.3,1,15.7,0.01,"S","IDF dm 1",100,16.9,13.1,0.13
"911852",0.61,2,15.5,0.01,"S","IDF dm 1",100,16.9,13.1,0.13
"911852",0.91,3,15.2,0.01,"S","IDF dm 1",100,16.9,13.1,0.13
"911852",1.37,4,15,0.01,"S","IDF dm 1",100,16.9,13.1,0.13
"911852",2.74,5,15.2,0.02,"S","IDF dm 1",100,16.9,13.1,0.13
"911852",5.18,6,12.7,0.04,"S","IDF dm 1",100,16.9,13.1,0.13
"911852",7.62,7,10.2,0.03,"S","IDF dm 1",100,16.9,13.1,0.13
"911852",13.1,8,0,0.02,"S","IDF dm 1",100,16.9,13.1,0.13
"911801",0.3,1,16.3,0.01,"S","IDF dm 1",115,17.7,13.1,0.13
"911801",0.61,2,16,0.01,"S","IDF dm 1",115,17.7,13.1,0.13
"911801",0.91,3,16,0.01,"S","IDF dm 1",115,17.7,13.1,0.13
"911801",1.37,4,15.7,0.01,"S","IDF dm 1",115,17.7,13.1,0.13
"911801",2.74,5,15.2,0.03,"S","IDF dm 1",115,17.7,13.1,0.13
"911801",5.18,6,12.7,0.04,"S","IDF dm 1",115,17.7,13.1,0.13
"911801",7.62,7,10.2,0.03,"S","IDF dm 1",115,17.7,13.1,0.13
"911801",13.1,8,0,0.02,"S","IDF dm 1",115,17.7,13.1,0.13
