"stratum","cluster","point","tree","species","distance.m","azimuth","dbh.cm","dbh.in","hcb.m","ht.m","ht.ft","baf.ft2.ac","ba.ft2","tf.ac","vol.bf"
1,4,3,1,"THPL",1.65,177,32.512,12.8,9.53,19.43,64.119,20,0.8936,22.382,102.98
1,4,3,2,"THPL",5.53,220,39.37,15.5,,,72.516,20,1.3103,15.263,163.71
1,4,3,3,"THPL",9.87,296,43.688,17.2,10.15,26.67,88.011,20,1.6135,12.395,239.35
1,4,3,4,"THPL",6.92,335,32.004,12.6,,,60.829,20,0.8659,23.098,95.532
1,4,3,5,"PIPO",11.52,40,93.98,37,18.44,35.59,117.45,20,7.4665,2.6786,1981.4
1,4,3,6,"THPL",2.85,52,20.32,8,5.26,17.1,56.43,20,0.3491,57.297,42.451
1,4,3,7,"PSME",4.08,105,39.878,15.7,15.13,29.3,96.69,20,1.3444,14.877,264.38
1,4,3,8,"PSME",8.14,137,41.656,16.4,,,90.334,20,1.4669,13.634,269.02
1,4,4,1,"TSHE",0.89,240,24.892,9.8,4.66,19.47,64.251,20,0.5238,38.182,111.55
1,4,4,2,"ABGR",5.01,240,38.608,15.2,11.08,32.6,107.58,20,1.2601,15.872,355.51
1,4,4,3,"THPL",5.66,270,32.258,12.7,7.81,18.38,60.654,20,0.8797,22.736,96.636
1,4,4,4,"THPL",4.87,111,31.75,12.5,,,60.383,20,0.8522,23.469,93.58
1,4,4,5,"THPL",5.38,107,39.624,15.6,3.99,19.52,64.416,20,1.3273,15.068,148.38
1,4,4,6,"PSME",11.86,116,62.23,24.5,,,107.31,20,3.2738,6.1092,671.42
1,4,4,7,"ABGR",7.53,173,36.068,14.2,,,91.345,20,1.0997,18.186,272.28
1,4,5,1,"THPL",3.19,194,40.64,16,8.8,24.85,82.005,20,1.3962,14.324,195.06
1,4,5,2,"PSME",12.58,238,63.246,24.9,15.02,37.57,123.98,20,3.3815,5.9145,796.33
1,4,5,3,"PSME",8.12,270,41.91,16.5,,,90.613,20,1.4849,13.469,272.77
1,4,5,4,"PSME",6.08,274,35.814,14.1,18.15,28.81,95.073,20,1.0843,18.445,214.91
1,4,5,5,"THPL",1.43,226,10.922,4.3,,,15,20,0.1008,198.33,13.177
1,4,5,6,"THPL",3.33,302,30.48,12,7.71,21.73,71.709,20,0.7854,25.466,101.41
1,4,5,7,"THPL",2.25,34,15.875,6.25,,,26.514,20,0.213,93.876,19.835
1,4,5,8,"THPL",4.62,105,29.591,11.65,7.31,23.18,76.494,20,0.7402,27.019,101.9
7,40,1,1,"PIPO",15.9,29,69.85,27.5,13.53,35.39,116.79,10,4.1246,2.4245,1111.1
7,40,1,2,"PSME",9.15,76,40.767,16.05,10.05,27.33,90.189,10,1.405,7.1176,258.36
7,40,1,3,"PSME",10.71,113,35.814,14.1,,,83.216,10,1.0843,9.2225,191.27
7,40,2,1,"LAOC",13.6,314,50.546,19.9,12.73,33.69,111.18,10,2.1598,4.63,468.74
7,40,2,2,"LAOC",6.09,13,42.418,16.7,18.69,35.19,116.13,10,1.5211,6.5743,352.68
7,40,2,3,"PIPO",19.86,38,74.295,29.25,19.43,39.53,130.45,10,4.6662,2.1431,1390.7
7,40,2,4,"LAOC",8.91,143,54.102,21.3,13.35,32.17,106.16,10,2.4744,4.0413,509.99
7,40,2,5,"PIPO",16.91,189,71.501,28.15,15.85,41.37,136.52,10,4.3219,2.3138,1349.6
7,40,3,1,"PIPO",9.8,326,48.514,19.1,13.9,30.76,101.51,10,1.9897,5.0259,495.08
7,40,3,2,"PIPO",17.19,72,58.166,22.9,20.12,31.54,104.08,10,2.8601,3.4963,705.87
7,40,4,1,"PIPO",11.14,129,76.2,30,11.54,37.59,124.05,10,4.9086,2.0372,1391.2
7,40,4,2,"PIPO",18.92,9,62.484,24.6,19.41,40.43,133.42,10,3.3005,3.0298,1020
7,40,5,1,"PSME",1.21,287,54.61,21.5,10.25,29.4,97.02,10,2.5211,3.9665,475.15
7,40,5,2,"PSME",6.24,349,30.861,12.15,,,75.932,10,0.8051,12.42,137.76
7,40,5,3,"PSME",6.04,156,18.796,7.4,6.67,12.69,41.877,10,0.2987,33.483,48.333
7,40,5,4,"PIPO",20.81,178,63.373,24.95,16.88,34.84,114.97,10,3.3951,2.9454,909.9
7,40,5,5,"PIPO",8.61,175,66.802,26.3,16.98,35.85,118.3,10,3.7725,2.6508,1033.1
7,40,5,6,"PSME",15.72,255,65.659,25.85,,,109.34,10,3.6445,2.7439,758.15
7,41,1,1,"THPL",0.5,50,25.62,10.087,3.5,14.1,46.53,20,0.5549,36.043,52.306
7,41,1,2,"THPL",2.51,96,31.04,12.22,5.8,24.5,80.85,20,0.8145,24.555,116.75
7,41,1,3,"LAOC",9.48,260,41.7,16.417,18.4,38.5,127.05,20,1.47,13.605,371.2
7,41,1,4,"THPL",6.14,282,29.92,11.78,6.2,16.6,54.78,20,0.7568,26.428,77.48
7,41,1,5,"THPL",7.12,293,53.16,20.929,9,25.9,85.47,20,2.389,8.3717,339.45
7,41,1,6,"THPL",6.52,340,50.77,19.988,5.8,23.3,76.89,20,2.179,9.1784,280.46
7,41,1,7,"LAOC",5.65,26,55.23,21.744,19.6,39,128.7,20,2.5787,7.7559,636.47
7,41,1,8,"THPL",9.71,19,51.09,20.114,4.8,26.3,86.79,20,2.2066,9.0638,319.04
7,41,1,9,"THPL",5.69,50,24.83,9.7756,8.6,16.6,54.78,20,0.5212,38.373,56.704
7,41,2,1,"PSME",2.62,97,31.51,12.406,5.5,24.3,80.19,20,0.8394,23.828,149.11
7,41,2,2,"PIPO",10.25,68,54.91,21.618,19.9,33.1,109.23,20,2.5489,7.8466,663.42
7,41,2,3,"PIPO",2.15,42,56.66,22.307,26.7,35.1,115.83,20,2.7139,7.3693,742.57
7,41,2,4,"PSME",3.6,290,25.46,10.024,8.6,16.8,55.44,20,0.548,36.498,81.201
7,41,2,5,"PSME",5.35,252,55.39,21.807,10.1,29.3,96.69,20,2.5936,7.7112,486.52
7,41,2,6,"PSME",8.13,136,44.4,17.48,16.4,26.5,87.45,20,1.6665,12.001,293.35
7,41,2,7,"PSME",10.9,5,66.5,26.181,12.2,31.7,104.61,20,3.7384,5.3498,744.53
7,41,3,1,"ABGR",4.53,104,20.53,8.0827,4.7,15.9,52.47,20,0.3563,56.131,78.449
7,41,3,2,"LAOC",9.69,208,52.68,20.74,14.4,34.8,114.84,20,2.3461,8.5249,522.3
7,41,3,3,"THPL",12.73,252,56.66,22.307,10.2,28.2,93.06,20,2.7139,7.3693,417.32
7,41,4,1,"THPL",1.43,60,16.87,6.6417,10,15.4,50.82,20,0.2406,83.129,30.425
7,41,4,10,"LAOC",9.54,24,43.29,17.043,26,35,115.5,20,1.5842,12.624,364.28
7,41,4,11,"LAOC",7.6,42,51.88,20.425,28.4,33.4,110.22,20,2.2753,8.7899,488.24
7,41,4,12,"THPL",6.86,54,29.92,11.78,14,28.5,94.05,20,0.7568,26.428,125.32
7,41,4,2,"LAOC",5.19,85,35.33,13.909,24.1,36,118.8,20,1.0552,18.954,258.95
7,41,4,3,"LAOC",10.48,96,52.36,20.614,22.8,32.5,107.25,20,2.3176,8.6294,484.18
7,41,4,4,"LAOC",7.87,154,54.11,21.303,19.5,34.6,114.18,20,2.4752,8.0803,546.41
7,41,4,5,"THPL",3.9,204,43.77,17.232,8.4,25.6,84.48,20,1.6196,12.349,231
7,41,4,6,"LAOC",7.41,204,58.73,23.122,24.2,37,122.1,20,2.9159,6.859,680.61
7,41,4,7,"THPL",2.77,296,14.48,5.7008,8.8,12.7,41.91,20,0.1772,112.84,22.701
7,41,4,8,"TSHE",7.85,296,43.29,17.043,13.2,29.3,96.69,20,1.5842,12.624,375.19
7,41,4,9,"TSHE",4.44,324,36.61,14.413,15.8,22.3,73.59,20,1.133,17.652,221.23
7,41,5,1,"THPL",8.54,260,53,20.866,9.4,28.2,93.06,20,2.3746,8.4223,366.49
7,41,5,2,"THPL",7.12,16,34.06,13.409,3.4,18.5,61.05,20,0.9807,20.394,107.13
7,41,5,3,"LAOC",7.8,20,41.06,16.165,16.6,32.2,106.26,20,1.4252,14.033,306.63
7,41,5,4,"THPL",6.41,36,40.74,16.039,3.6,22.7,74.91,20,1.4031,14.254,179.95
7,41,5,5,"THPL",8.14,70,50.61,19.925,5.9,22.4,73.92,20,2.1653,9.2365,268.41
7,41,5,6,"PIMO",10.31,152,46.47,18.295,16.9,35,115.5,20,1.8255,10.956,486.39
7,42,1,1,"ABGR",,,32.258,12.7,4.21,20.31,67.023,10,0.8797,11.368,173.9
7,42,1,2,"THPL",2,178,64.77,25.5,4.56,18.55,61.215,10,3.5465,2.8197,360.23
7,42,1,3,"PIMO",8.39,308,35.814,14.1,5.19,20.89,68.937,10,1.0843,9.2225,189.69
7,42,1,4,"ABGR",14.27,357,53.594,21.1,,,111.99,10,2.4282,4.1183,678.8
7,42,1,5,"ABGR",13.72,50,41.656,16.4,6.16,27.3,90.09,10,1.4669,6.8171,347.43
7,42,1,6,"THPL",9.78,60,72.39,28.5,,,104.92,10,4.43,2.2573,758.99
7,42,1,7,"PIMO",2.72,52,25.146,9.9,,,68.523,10,0.5345,18.707,106.58
7,42,2,1,"THPL",1.66,25,72.136,28.4,5.04,29.96,98.868,20,4.399,4.5465,710.89
7,42,2,2,"PSME",9.05,140,43.434,17.1,15.6,25.3,83.49,20,1.5948,12.541,270.2
7,42,2,3,"ABGR",2.26,186,10.414,4.1,4.13,5.82,19.206,20,0.0917,218.15,38.301
7,42,2,4,"THPL",3.99,190,59.69,23.5,8.08,16.18,53.394,20,3.012,6.6402,269.64
7,42,2,5,"ABGR",2.36,282,25.908,10.2,,,72.545,20,0.5674,35.246,131.72
7,42,2,6,"ABGR",4.91,302,42.672,16.8,13.44,28.47,93.951,20,1.5393,12.993,376.99
7,42,2,7,"THPL",11.4,360,57.404,22.6,4,25.99,85.767,20,2.7857,7.1796,395.36
7,42,3,1,"ABGR",1.95,200,36.322,14.3,6.79,24.61,81.213,10,1.1153,8.9663,248.86
7,42,3,10,"THPL",10.04,58,41.656,16.4,,,75.699,10,1.4669,6.8171,189.5
7,42,3,11,"THPL",14.54,52,71.12,28,7.71,,104.07,10,4.2759,2.3387,727.1
7,42,3,12,"ABGR",9.63,319,29.718,11.7,8.53,24.92,82.236,10,0.7466,13.394,179.68
7,42,3,2,"ABGR",2.97,230,39.37,15.5,,,96.147,10,1.3103,7.6317,332.8
7,42,3,3,"THPL",11.05,258,57.912,22.8,8.01,28.41,93.753,10,2.8352,3.5271,438.65
7,42,3,4,"THPL",8.52,254,50.8,20,,,86.704,10,2.1816,4.5838,315.25
7,42,3,5,"THPL",6.47,74,55.626,21.9,,,91.581,10,2.6158,3.8229,396.39
7,42,3,6,"ABGR",8.36,104,34.798,13.7,,,89.35,10,1.0237,9.7689,250.96
7,42,3,7,"ABGR",7.91,131,35.052,13.8,9.31,28.73,94.809,10,1.0387,9.6278,267.58
7,42,3,8,"PSME",6.38,180,49.53,19.5,13.01,28.77,94.941,10,2.0739,4.8219,387.43
7,42,3,9,"THPL",7.73,68,42.418,16.7,6.27,23.61,77.913,10,1.5211,6.5743,201.52
7,42,4,1,"ABGR",12.73,196,46.99,18.5,11.75,31.8,104.94,10,1.8666,5.3572,498.52
7,42,4,2,"ABGR",13.32,214,44.45,17.5,,,102.6,10,1.6703,5.987,440.4
7,42,4,3,"ABGR",1.09,250,26.416,10.4,4.08,17.52,57.816,10,0.5899,16.952,114.98
7,42,4,5,"TSHE",0.82,168,12.446,4.9,1,9.16,30.228,10,0.131,76.365,46.045
7,42,4,8,"PSME",9.47,100,38.608,15.2,7.84,23.19,76.527,10,1.2601,7.9359,202.67
7,42,5,1,"ABGR",1.97,101,40.386,15.9,12.37,30.29,99.957,40,1.3788,29.01,360.87
7,42,5,2,"THPL",3.06,190,68.326,26.9,4.9,23.29,76.857,40,3.9466,10.135,499.04
7,42,5,3,"ABGR",1.58,259,11.43,4.5,,,30.534,40,0.1104,362.18,42.122
7,42,5,4,"PSME",1.4,349,26.924,10.6,11,14.99,49.467,40,0.6128,65.273,81.08
7,42,5,5,"ABGR",5.31,18,41.148,16.2,11.53,28.09,92.697,40,1.4313,27.946,348.68
8,43,1,1,"PSME",0.1918,266,38.354,15.1,19.2,30.02,99.066,20,1.2436,16.083,251.89
8,43,1,10,"THPL",11.529,149,69.85,27.5,9.13,28.3,93.39,20,4.1246,4.849,630.84
8,43,1,2,"THPL",5.4208,330,26.162,10.3,2.72,16.42,54.186,20,0.5786,34.565,61.215
8,43,1,3,"LAOC",3.2897,30,43.942,17.3,15.54,38.1,125.73,20,1.6323,12.252,404.96
8,43,1,4,"THPL",4.8388,21,31.75,12.5,,,60.383,20,0.8522,23.469,93.58
8,43,1,5,"LAOC",7.8683,14,41.656,16.4,,,104.72,20,1.4669,13.634,310.6
8,43,1,6,"PSME",9.7964,56,49.276,19.4,,,97.815,20,2.0527,9.7434,394.57
8,43,1,7,"LAOC",7.9702,95,50.038,19.7,19.72,39.52,130.42,20,2.1166,9.4489,534.4
8,43,1,8,"THPL",2.7298,112,13.97,5.5,2.48,8.81,29.073,20,0.165,121.22,18.464
8,43,1,9,"LAOC",9.3769,142,55.372,21.8,25.37,38.71,127.74,20,2.592,7.7162,635.05
8,43,2,1,"THPL",1.974,355,18.796,7.4,8.08,14.02,46.266,20,0.2987,66.966,32.986
8,43,2,10,"PSME",7.398,258,37.592,14.8,,,85.534,20,1.1946,16.741,213.25
8,43,2,2,"THPL",6.97,322,48.006,18.9,,,83.607,20,1.9482,10.266,272.96
8,43,2,3,"THPL",6.4349,363,30.988,12.2,10.01,25.65,84.645,20,0.8118,24.637,121.36
8,43,2,4,"THPL",9.507,350,41.402,16.3,,,75.354,20,1.4491,13.802,186.53
8,43,2,5,"THPL",11.868,68,79.502,31.3,16.37,29.16,96.228,20,5.3432,3.7431,838.46
8,43,2,6,"LAOC",10.859,63,61.722,24.3,28.71,40.25,132.82,20,3.2205,6.2102,811.76
8,43,2,7,"PSME",7.4542,157,52.832,20.8,22.05,35.68,117.74,20,2.3596,8.4759,536.27
8,43,2,8,"THPL",3.0619,184,24.384,9.6,,,46.08,20,0.5026,39.79,48.028
8,43,2,9,"THPL",2.426,238,13.208,5.2,4.17,9.62,31.746,20,0.1475,135.62,18.279
8,43,3,1,"THPL",3.3329,225,36.576,14.4,5.15,21.3,70.29,20,1.1309,17.684,138.71
8,43,3,10,"PSME",7.513,118,38.608,15.2,23.32,31.2,102.96,20,1.2601,15.872,263.92
8,43,3,2,"PSME",3.1505,198,38.1,15,14.7,28.78,94.974,20,1.2271,16.298,239.66
8,43,3,3,"PIMO",8.5938,198,64.77,25.5,26.68,39.68,130.94,20,3.5465,5.6394,1039.1
8,43,3,4,"PSME",4.0034,106,58.674,23.1,,,105.02,20,2.9103,6.8721,587.43
8,43,3,5,"PSME",2.6072,84,43.434,17.1,15.55,28,92.4,20,1.5948,12.541,296.33
8,43,3,6,"THPL",2.336,91,13.208,5.2,,,20.157,20,0.1475,135.62,15.527
8,43,3,7,"THPL",5.0556,64,23.114,9.1,3.86,15.54,51.282,20,0.4516,44.282,48.028
8,43,3,8,"PIMO",10.047,322,53.34,21,26.05,38.64,127.51,20,2.4052,8.3153,695.34
8,43,3,9,"LAOC",6.1826,198,48.514,19.1,16.72,39.75,131.17,20,1.9897,10.052,506.89
8,43,4,1,"THPL",4.2438,126,32.766,12.9,5.96,19.92,65.736,20,0.9076,22.036,106.79
8,43,4,2,"PSME",2.8256,136,23.114,9.1,18.7,23.75,78.375,20,0.4516,44.282,90.429
8,43,4,3,"THPL",5.3095,217,25.908,10.2,,,49.261,20,0.5674,35.246,55.741
8,43,4,4,"LAOC",3.8337,236,46.736,18.4,28.83,55.05,181.66,20,1.8465,10.831,642.99
8,43,4,5,"PSME",5.9883,239,41.656,16.4,,,90.334,20,1.4669,13.634,269.02
8,43,4,6,"PIPO",11.791,250,74.168,29.2,19.42,36.25,119.62,20,4.6503,4.3008,1275.3
8,43,4,7,"PSME",6.9351,26,33.02,13,16.05,27.66,91.278,20,0.9217,21.698,180.05
8,43,4,8,"PICO",8.2459,32,43.18,17,23.8,37.88,125,20,1.5762,12.689,444.46
8,43,4,9,"PICO",5.3013,16,32.258,12.7,,,74.398,20,0.8797,22.736,153.01
8,43,5,1,"THPL",2.5972,70,27.432,10.8,6.63,19.3,63.69,20,0.6362,31.439,75.967
8,43,5,2,"LAOC",2.7938,37,48.768,19.2,16.6,43.05,142.06,20,2.0106,9.9475,551.93
8,43,5,3,"LAOC",3.7227,319,18.542,7.3,22.3,25.8,85.14,20,0.2906,68.813,75.025
8,43,5,4,"THPL",3.1556,295,23.114,9.1,,,43.341,20,0.4516,44.282,42.254
8,43,5,5,"THPL",1.1367,232,5.334,2.1,2.31,3.9,12.87,20,0.0241,831.53,11.24
8,43,5,6,"LAOC",7.5908,206,42.164,16.6,,,105.46,20,1.5029,13.308,319.52
8,43,5,7,"THPL",8.0102,198,50.038,19.7,,,85.881,20,2.1166,9.4489,303.37
8,43,5,8,"LAOC",5.9366,182,67.31,26.5,26.09,42.52,140.32,20,3.8301,5.2218,1012.2
8,43,5,9,"THPL",2.8878,90,19.558,7.7,3.74,11.67,38.511,20,0.3234,61.849,30.79
8,46,1,1,"PICO",5.28,139,42.6,16.772,14.5,26.25,86.625,40,1.5341,26.073,302.41
8,46,1,2,"PICO",2.71,175,30.2,11.89,18.02,28.1,92.73,40,0.771,51.88,166.41
8,46,1,3,"PSME",3.74,205,30.3,11.929,10.51,18.91,62.403,40,0.7761,51.538,114.4
8,46,1,4,"PICO",5.45,265,36.2,14.252,20.8,26.5,87.45,40,1.1078,36.107,222.63
8,46,1,5,"THPL",4.58,299,33.8,13.307,3,20.6,67.98,40,0.9658,41.417,116.43
8,46,1,6,"THPL",3.38,311,23.8,9.3701,3,20.4,67.32,40,0.4789,83.533,62.637
8,46,2,1,"THPL",4.13,101,33.3,13.11,11.49,24.24,79.992,20,0.9374,21.335,131.46
8,46,2,10,"LAOC",8.15,285,42.3,16.654,21,33.8,111.54,20,1.5126,13.222,338.21
8,46,2,11,"THPL",5.53,300,30.8,12.126,13.5,23.5,77.55,20,0.802,24.939,110.86
8,46,2,12,"LAOC",3,308,44.9,17.677,16.5,31,102.3,20,1.7043,11.735,348.5
8,46,2,13,"THPL",2.18,349,15.7,6.1811,10.3,10.87,35.871,20,0.2084,95.98,22.775
8,46,2,14,"PICO",8.4,29,48.3,19.016,20,35.2,116.16,20,1.9722,10.141,515.46
8,46,2,15,"THPL",2.96,77,17.7,6.9685,4.7,6.29,20.757,20,0.2648,75.515,19.592
8,46,2,2,"THPL",7.08,138,51,20.079,10.71,26.61,87.813,20,2.1988,9.0958,321.57
8,46,2,3,"THPL",9.68,101,47.6,18.74,14.02,24.2,79.86,20,1.9154,10.442,256.99
8,46,2,4,"THPL",7.56,171,33.2,13.071,7,19.8,65.34,20,0.9318,21.464,108.75
8,46,2,5,"THPL",5.23,195,33.7,13.268,7.5,18.9,62.37,20,0.9601,20.832,107.14
8,46,2,6,"LAOC",5.01,208,48.1,18.937,16.3,31.8,104.94,20,1.9559,10.226,404.99
8,46,2,7,"THPL",1.42,179,26.8,10.551,10.17,14.23,46.959,20,0.6072,32.939,56.642
8,46,2,8,"THPL",3.88,260,38.1,15,9.22,24.14,79.662,20,1.2271,16.298,168.11
8,46,2,9,"THPL",1.61,260,9.5,3.7402,6.7,8.2,27.06,20,0.0763,262.14,14.066
8,46,3,1,"PSME",6.72,147,29.2,11.496,11.37,25.08,82.764,20,0.7208,27.747,135.04
8,46,3,2,"THPL",3.72,155,24,9.4488,6.5,15.5,51.15,20,0.4869,41.073,50.837
8,46,3,3,"THPL",2.83,202,22.2,8.7402,4.8,14.3,47.19,20,0.4166,48.004,42.393
8,46,3,4,"LAOC",4.87,230,46.6,18.346,20.5,31.76,104.81,20,1.8358,10.895,381.51
8,46,3,5,"THPL",2.45,27,21.1,8.3071,8.7,22.2,73.26,20,0.3764,53.139,55.129
8,46,3,6,"PSME",3.69,56,51.6,20.315,17.1,29.9,98.67,20,2.2509,8.8855,433.76
8,46,4,1,"PICO",3.13,180,25.8,10.157,13.4,21.6,71.28,20,0.5627,35.542,96.899
8,46,4,2,"PICO",4.89,214,24.9,9.8031,17,21.2,69.96,20,0.5241,38.158,89.276
8,46,4,3,"PICO",2.92,225,23.7,9.3307,15.1,19.3,63.69,20,0.4748,42.12,75.042
8,46,4,4,"PICO",2.7,271,26.3,10.354,19.1,24.7,81.51,20,0.5847,34.204,113.62
8,46,4,5,"PICO",3.54,330,32.4,12.756,17.81,25.16,83.028,20,0.8874,22.537,171.26
8,46,4,6,"PSME",2.54,336,21.9,8.622,7.55,15.12,49.896,20,0.4054,49.328,62.536
8,46,4,7,"ABGR",1.51,49,24,9.4488,3.4,12.1,39.93,20,0.4869,41.073,80.222
8,46,4,8,"LAOC",3.87,75,48.8,19.213,16.04,27.55,90.915,20,2.0132,9.9344,364.37
8,46,5,1,"PICO",5.56,180,28.5,11.22,19.3,27.7,91.41,10,0.6867,14.563,147.08
8,46,5,10,"PSME",7.87,145,24.8,9.7638,8.6,20.6,67.98,10,0.5199,19.233,90.333
8,46,5,2,"THPL",4.55,189,22.1,8.7008,4.1,13.93,45.969,10,0.4129,24.22,41.297
8,46,5,3,"THPL",4.86,322,39,15.354,4.3,24.2,79.86,10,1.2858,7.7772,176.05
8,46,5,4,"THPL",4.67,124,26.1,10.276,5.5,17.4,57.42,10,0.5759,17.365,63.974
8,46,5,5,"PSME",7.12,192,28.1,11.063,10.49,19.83,65.439,10,0.6675,14.981,105.66
8,46,5,6,"THPL",10.16,244,37,14.567,4.41,17.24,56.892,10,1.1573,8.6407,116.74
8,46,5,7,"THPL",8.36,269,29.2,11.496,4.14,18.57,61.281,10,0.7208,13.874,81.85
8,46,5,8,"THPL",6.33,332,23,9.0551,5.83,16.29,53.757,10,0.4472,22.361,49.443
8,46,5,9,"THPL",5.05,139,18.5,7.2835,3.7,15.2,50.16,10,0.2893,34.563,34.105
8,47,1,1,"PSME",5.05,121,50.292,19.8,16.4,33.54,110.68,40,2.1382,18.707,460.55
8,47,1,2,"PSME",9.05,122,75.184,29.6,6.02,29.04,95.832,40,4.7786,8.3707,867.49
8,47,1,3,"PSME",4.1,204,25.654,10.1,9.7,18.54,61.182,40,0.5564,71.896,87.931
8,47,1,4,"PSME",1.13,290,31.242,12.3,,,76.54,40,0.8251,48.477,141.48
8,47,1,5,"PSME",5.97,358,48.26,19,11.73,27.2,89.76,40,1.9689,20.316,350.34
8,47,1,6,"PSME",2.89,48,26.416,10.4,,,68.145,40,0.5899,67.808,99.258
8,47,2,1,"PSME",1.17,108,56.896,22.4,11.76,25.11,82.863,20,2.7366,7.3083,442.35
8,47,2,2,"PIPO",13.61,211,67.31,26.5,12.62,29.85,98.505,20,3.8301,5.2218,881.13
8,47,2,3,"PIPO",11.91,216,64.77,25.5,13.29,23.6,77.88,20,3.5465,5.6394,658.54
8,47,2,4,"PSME",13.38,264,59.436,23.4,,,105.53,20,2.9864,6.697,604.92
8,47,2,5,"PSME",11.19,274,48.26,19,,,96.915,20,1.9689,10.158,376.24
8,47,2,6,"PSME",6.9,290,65.024,25.6,9.55,26.5,87.45,20,3.5743,5.5954,600.16
8,47,2,7,"PSME",9.07,346,45.212,17.8,,,94.044,20,1.728,11.574,324.2
8,47,3,1,"PSME",2.12,72,13.208,5.2,1.41,8.44,27.852,10,0.1475,67.808,32.886
8,47,3,2,"PSME",3.69,90,38.354,15.1,,,86.484,10,1.2436,8.0414,223.12
8,47,3,3,"PSME",6.04,136,21.336,8.4,2.81,12.99,42.867,10,0.3848,25.985,55.67
8,47,3,4,"PSME",11.06,155,39.624,15.6,,,88.015,10,1.3273,7.5342,240.17
8,47,3,5,"ABGR",4.5,238,26.924,10.6,2,10.45,34.485,10,0.6128,16.318,84.227
8,47,3,6,"ABGR",4.14,245,24.638,9.7,,,69.66,10,0.5132,19.487,118.87
8,47,3,7,"PSME",0.77,270,33.02,13,5.18,15.64,51.612,10,0.9217,10.849,112.82
8,47,3,8,"PSME",11.08,34,40.386,15.9,,,88.903,10,1.3788,7.2525,250.76
8,47,4,1,"PSME",10.84,171,58.674,23.1,14.35,29.08,95.964,20,2.9103,6.8721,538.94
8,47,4,2,"PSME",9.36,178,67.818,26.7,,,110.53,20,3.8881,5.1439,815.66
8,47,4,3,"PSME",11.13,193,65.786,25.9,13.45,33.33,109.99,20,3.6586,5.4666,765.36
8,47,4,4,"PSME",7.95,212,44.196,17.4,,,93.026,20,1.6513,12.112,307.82
8,47,4,5,"PSME",5.31,284,43.942,17.3,7.83,24.78,81.774,20,1.6323,12.252,270.81
8,47,4,6,"PSME",6.5,303,42.418,16.7,,,91.165,20,1.5211,13.149,280.34
8,47,5,3,"PSME",8.22,103,27.94,11,1.88,13.66,45.078,10,0.6599,15.153,80.04
8,47,5,4,"PSME",7.73,147,30.988,12.2,,,76.136,10,0.8118,12.319,138.99
8,47,5,5,"PSME",10.78,273,41.91,16.5,4.56,23.78,78.474,10,1.4849,6.7347,239.62
8,47,5,6,"PSME",8.65,324,29.21,11.5,,,73.193,10,0.7213,13.864,122.42
8,47,5,7,"PSME",7.78,342,32.004,12.6,2.91,18.28,60.324,10,0.8659,11.549,121.39
8,47,5,8,"PSME",7.77,357,32.766,12.9,,,78.89,10,0.9076,11.018,157.01
8,48,1,1,"PSME",4.17,173,34.9,13.74,14,25.4,83.82,20,1.0297,19.424,184.05
8,48,1,10,"PSME",2.44,143,16,6.2992,8.86,15.26,50.358,20,0.2164,92.415,45.374
8,48,1,2,"PSME",5.73,203,33.3,13.11,13,23.7,78.21,20,0.9374,21.335,160.16
8,48,1,3,"PSME",9.16,316,42.5,16.732,11.7,26.7,88.11,20,1.527,13.098,272.75
8,48,1,4,"PSME",4.6,332,20,7.874,11.6,17.59,58.047,20,0.3381,59.146,61.429
8,48,1,5,"PSME",1.35,350,19.2,7.5591,8.78,14.99,49.467,20,0.3116,64.177,53.682
8,48,1,6,"PICO",1.8,83,29.6,11.654,13.07,21.64,71.412,20,0.7407,27.002,125.21
8,48,1,7,"PICO",4.71,68,30.1,11.85,14.21,20.91,69.003,20,0.7659,26.113,125.12
8,48,1,8,"PSME",9.79,65,57.2,22.52,10.95,24.9,82.17,20,2.7659,7.2309,443.3
8,48,1,9,"PSME",3.29,105,22.4,8.8189,11.25,19.1,63.03,20,0.4242,47.15,74.499
8,48,2,1,"PICO",5.15,181,32.8,12.913,21.5,31,102.3,10,0.9095,10.995,214.13
8,48,2,10,"PICO",4.06,112,37.4,14.724,18.8,25.97,85.701,10,1.1825,8.4569,232.51
8,48,2,11,"PICO",6.47,125,34.7,13.661,17.65,25.75,84.975,10,1.0179,9.8241,199.64
8,48,2,2,"PICO",7.79,178,23.8,9.3701,18.2,25.5,84.15,10,0.4789,20.883,97.309
8,48,2,3,"PICO",10.69,246,34.9,13.74,20.8,29.7,98.01,10,1.0297,9.7118,231.58
8,48,2,4,"PICO",4.76,278,28,11.024,15.84,26.54,87.582,10,0.6628,15.088,136.63
8,48,2,5,"ABLA2",5.58,315,25.7,10.118,1.6,19.4,64.02,10,0.5584,17.91,77.665
8,48,2,6,"PICO",7.49,15,32.2,12.677,14.2,24.9,82.17,10,0.8765,11.409,167.58
8,48,2,7,"PICO",4.94,75,31.8,12.52,19.84,26.13,86.229,10,0.8549,11.698,171.33
8,48,2,8,"THPL",7.57,89,29.4,11.575,3.21,17.45,57.585,10,0.7307,13.685,78.48
8,48,2,9,"THPL",6.84,112,24.9,9.8031,3.75,12.64,41.712,10,0.5241,19.079,45.937
